	German_voc	deu_is_noun	French_voc	fra_is_noun
0	ersientden VVald vor lauter Bäumen, nicht, 	False	Les arbres lui cachent	True
1	sich die Radieschen von unten	False	la orêt.	True
2	an-sehen, a, e, ie (fam)	False	manger les pissenlits par	False
3	lange warten	False	la racine	True
4	ohnmächtig werden	False	faire le poireau	False
5	einen Kompromiss ein-gehen*, a	False	tomber dans les pommes	False
6	Das istvielleicht ein Naivling |	False	couper la poire en deux	False
7	Der Bart ist ab ! (fam)	False	Quelle paire, ce type ! m)	False
8	sich aufs Land zurück-ziehen, 0, °	False	Les carottes sont cuites.	True
9	Ieer aus-gehen“, i, a	False	aller planter ses choux	False
10	jdn mit Komplimenten überschüften	False	faire chou blanc	False
11	Jdm eine Extrawurst braten, ie, a, ä	False	couvrir qn de leurs	False
12	(fam) 2	False	faire une leur à qn	False
13	sentimental sein a, die Blumensprache .	False	être très leur bleue	False
14	etw durch die Blume sagen	False	le langage des leurs	True
15	die Spreu vom Weizen sondern	True	dire qe à ots couverts	False
16	eine Binsenwahrheit/	False	séparer le bon grain de Fivraie	False
17	eine Binsenweisheit	False	une lapalissade/une vérité	True
18	Da hört doch alles auf !	False	de La Palice	False
19	jam den Wind aus den Segeln	False	C'est la in des haricots.	False
20	nehmen, a, o,i	False	couper l'herbe sous	False
21	ein hohes Tier (fam)	False	les pieds de qn	True
22	sich Sorgen machen	False	une grosse légume m)	True
23	Das ist nicht mein Bier. (fam)	False	se aire du ouron	False
24	sauer sein (pop)	False	Ce ne sont pas es oignons.	False
25	für die Katz’ (fam)	False	en avoir gros sur la patate	False
26	jdn nach Buxtehude schicken	False	 	False
27	Keine Rose ohne Dornen, 	False	pour des prunes \	False
28		False	envoyer qn sur les roses	False
29		False	Il n’y a pas de roses sans	False
30		False	épines.	False
31		False	 	False
32		False		False
